index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
857,Face Mask,ORIGINS,Original Skin™ Retexturizing Mask with Rose Clay,28,4.7,"Water, Butylene Glycol, Kaolin, Montmorillonite, Polysorbate 20, Jojoba Esters, Peg-100 Stearate, Bentonite, Glycerin, Citrus Grandis (Grapefruit) Peel Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Amyris Balsamifera Bark Oil*, Salvia Sclarea (Clary) Oil*, Anthemis Nobilis Flower Oil*, Rosa Centifolia Flower Extract, Limonene, Linalool, Geraniol, Epilobium Angustifolium Flower\Leaf\Stem Extract, Castanea Sativa (Chestnut) Seed Extract, Albizia Julibrissin Bark Extract, Lecithin, Ethylhexylglycerin, Caprylyl Glycol, Propylene Glycol Laurate, Propylene Glycol Stearate, Peg-150 Distearate, Hypnea Musciformis (Algae) Extract, Gellidiela Acerosa (Algae) Extract, Simethicone, Sodium Hyaluronate, Sorbitan Laurate, Hexylene Glycol, Dehydroacetic Acid, Xanthan Gum, Trisodium Edta, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499). *Essential Oil.",1,0,1,1,0,High
866,Face Mask,SEPHORA COLLECTION,Hand Mask,5,4.1,"Water, Glycerin, Carthamus Tinctorius (Safflower) Seed Oil, Urea, Butylene Glycol, Glyceryl Stearate, Cetearyl Alcohol, Propylene Glycol, Aloe Barbadensis Leaf Extract, PEG-100 Stearate, Fragrance, Phenoxyethanol, Dimethicone, Arginine, Carbomer, Caprylyl Glycol, 1.2-Hexanediol, Propanediol, Butyrospermum Parkii Butter Extract (Butyrospermum Parkii (Shea Butter) Extract), Disodium EDTA, Tocopheryl Acetate, Sodium Hyaluronate, Illicium Verum (Anise) Fruit Extract.",0,0,0,0,0,High
869,Face Mask,SEPHORA COLLECTION,Hand Mask - Avocado,5,3.7,"Water, Glycerin, Butylene Glycol, Carthamus Tinctorius (Safflower) Seed Oil, Urea, Glyceryl Stearate, Cetearyl Alcohol, Propylene Glycol, Persea Gratissima (Avocado) Fruit Extract, PEG-100 Stearate, Fragrance, Phenoxyethanol, Dimethicone, Arginine, Carbomer, Caprylyl Glycol, 1,2-Hexanediol, Propanediol, Butyrospermum Parkii Butter Extract (Butyrospermum Parkii (Shea Butter) Extract), Disodium EDTA, Linalool, Tocopheryl Acetate, Citronellol, Illicium Verum (Anise) Fruit Extract, Hydroxycitronellal, Sodium Hyaluronate, Geraniol, Alpha-Isomethyl Ionone.",0,0,0,0,0,High
877,Face Mask,FRESH,Crème Ancienne® Ultimate Nourishing Honey Mask,150,4.2,"Mel (Honey), Propylene Glycol Dicaprylate/Dicaprate, Stearalkonium Hectorite, PEG-7 Glyceryl Cocoate, Limnanthes Alba (Meadowfoam) Seed Oil, Jojoba Oil PEG-150 Esters, Pentylene Glycol, Butyrospermum Parkii (Shea Butter), Propylene Carbonate, Echinacea Purpurea Extract, Sucrose Laurate, Hippophae Rhamnoides Oil, Cera Alba (Beeswax), Rosa Damascena Flower Water, Citrus Limon (Lemon) Peel Oil, Osmanthus Fragrans Flower Extract, Anthemis Nobilis Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Water, Caprylic/Capric Triglyceride, Glycerin, Sodium Metabisulfite, Citric Acid, Limonene, Citronellol.",1,1,1,1,1,High
880,Face Mask,ERNO LASZLO,Hydra-Therapy Skin Vitality Treatment Masks,88,4.3,"-Magnesium Carbonate: Regulates skin's pH levels while maintaining a clear complexion. -Allantoin: A healing and soothing botanical extract, considered to be an excellent anti-irritant that works effectively to soothe irritated and sensitive skin. -Panthenol (Vitamin B5): Works to help maintain skin's natural moisture levels. Step 1: Water, Glyceryl Polymethacrylate, Panthenol, Allantoin, Propylene Glycol, Methylparaben, Benzyl Alcohol. Step 2: Magnesium Carbonate, Algin, Silica, Calcium Sulphate, Pentasodium Triphosphate, Ci 77491 Ci 77492 Ci 77499 (Iron Oxides), Ci 77947 (Zinc Oxide).",1,1,1,1,0,High
884,Face Mask,PHILOSOPHY,Purity Made Simple Pore Extractor Mask,35,4.5,"Water, Kaolin, Solum Diatomeae/Diatomaceous Earth/Terre De Distomees, Propanediol, Bentonite, Decyl Glucoside, Alchol Denat., Lauryl Glucoside, Propylene Glycol, Polysilicone-11, Pvp, Xanthan Gum, Sailicylic Acid, Sodium Pca, Sodium Citrate, Citric Acid, Fragrance, Chlorphenesin, Linalool, Disodium Edta, Limonene, Laureth-12, Phenoxyethanol, Geraniol, Vanillyl Butyl Ether, Ethylhexylglycerin, Titanium Dioxide (Ci 77891).",1,1,1,1,1,High
888,Face Mask,ESTÉE LAUDER,Nutritious Vitality8™ Night Creme/Mask,72,4.4,"Nutritious Intensified Night Cream Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Isohexadecane , Glycerin , Bis-Peg-18 Methyl Ether Dimethyl Silane , Butylene Glycol , Peg-10 Dimethicone , Propanediol , Petrolatum , Disteardimonium Hectorite , Cucumis Sativus (Cucumber) Fruit Extract , Punica Granatum (Pomegranate) Extract , Citrus Reticulata (Tangerine) Peel Extract , Lycium Chinense (Wolfberry) Fruit Extract , Vaccinium Macrocarpon (Cranberry) Fruit Extract , Vaccinium Angustifolium (Blueberry) Fruit Extract , Sapindus Mukurossi Fruit Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Garcinia Mangostana Peel Extract , Coffea Arabica (Coffee) Seed Extract , Cladosiphon Okamuranus Extract , Ergothioneine , Caffeine , Yeast Extract/Faex/Extrait De Levure , Sodium Hyaluronate , Propylene Glycol Dicaprate , Trehalose , Acetyl Glucosamine , Helianthus Annuus (Sunflower) Seedcake , Sorbitol , Polysilicone-11 , Caprylyl Glycol , Propylene Carbonate , Isododecane , Polyethylene , Citric Acid , Peg-32 , Peg-6 , Tocopheryl Acetate , Dextrin , Hexylene Glycol , Tetrahexyldecyl Ascorbate , Sodium Citrate , Caesalpinia Spinosa Gum , Fragrance , Disodium Edta , Bht , Phenoxyethanol , Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,0,0,0,High
946,Face Mask,PETER THOMAS ROTH,Rose Stem Cell Bio-Repair Gel Mask,52,4.1,"Water, Butylene Glycol, Propanediol, Peg-40 Hydrogenated Castor Oil, Trideceth-9, Triethanolmaine, Carbomer, Rosa Centifolia Leaf Cell Extract, Rosa Alba Leaf Cell Extract, Rosa Damascena Leaf Cell Extract, Rosa Canina Fruit Extract, Rosa Damascena Flower Oil, Rosa Canina Fruit Oil, Rose Centifolia Flower Water, Commiphora Myrrha Leaf Cell Extract, Adenium Obesum Leaf Cell Extract, Leuconostoc/Radish Root Ferment Filtrate, Glycerin, Allantoin, Aloe Barbadensis Leaf Juice, BHT, Sodium PCA, Propylene Glycol, Ethylhexylglycerin, PPG-26 Buteth-26, Ethylhexyl Salicylate, Butyl Methoxydibenzoylimethane, Ethylhexyl Methoxycinnamate, Disodium EDTA, Potassium Sorbate, Red 33 (Ci 17200).",1,1,1,1,1,High
957,Face Mask,LA MER,The Lifting and Firming Mask Mini,75,5.0,"Declustered Water (-)/Aqua/Eau De-Structuree (-), Declustered Water (+)/Aqua/Eau De-Structuree (+), Algae (Seaweed) Extract, Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate, Peg-8 Dimethicone, Peg-10 Dimethicone, Glyceryl Triacetyl Ricinoleate, Macadamia Integrifolia Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Vitis Vinifera (Grape) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady'S Thistle) Extract, Bupleurum Falcatum Root Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Gelidium Cartilagineum Extract, Glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Glycine Soja (Soybean) Seed Extract, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Hexapeptide-12, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate, Yeast Extract/Faex/Extrait De Levure, Triethylhexanoin, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8, Alcohol Denat., Potassium Sorbate, Yeast Polysaccharides, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate, Fragrance, Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570)",0,0,0,0,0,High
978,Face Mask,PERRICONE MD,Cocoa Moisture Mask,69,4.3,"Water, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Capryloyl Glycerin/Sebacic Acid Copolymer, Isopropyl Myristate, Butylene Glycol, Glycerin, Polysorbate 60, Mannitol, Iron Oxides (CI 77491, CI 77492, CI 77499), Cellulose, Tocopheryl Acetate, Dimethyl MEA, Thioctic Acid, Hydroxyacetophenone, Squalane, Hydrolyzed Hyaluronic Acid, Tyrosine, Papain, Bromelain, Ethylhexylglycerin, Theobroma Cacao (Cocoa) Extract, Sodium Hyaluronate, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Lecithin, Sodium Benzotriazolyl Butylphenol Sulfonate, Aminomethyl Propanol, Maltodextrin, Ceteareth-20, Buteth-3, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Acrylates/Beheneth-25 Methacrylate Crosspolymer, Propylene Glycol, Acrylates Copolymer, Polyacrylate Crosspolymer-6, Hydrogenated Polydecene, Lauryl Glucoside, Hydroxypropyl Methylcellulose, Tributyl Citrate, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Barium Sulfate, Caramel, Silica, Benzyl Alcohol, Benzyl Benzoate.",1,1,1,0,1,High
1001,Face Mask,BOBBI BROWN,Skin Nourish Coral Grass & Green Algae Moisture Face Mask,51,4.6,"Water, Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Isostearyl Neopentanoate, Peg-100 Stearate, Butylene Glycol, Squalane, Glyceryl Stearate, Isopropyl Isostearate, Peg-40 Stearate, Cetearyl Alcohol, Polysorbate 60, Glycerin, Chlorella Vulgaris Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Cucumis Sativus (Cucumber) Fruit Extract, Citrus Grandis (Grapefruit) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Laminaria Digitata Extract, Caffeine, Algae Extract, Methyldihydrojasmonate, Oryza Sativa (Rice) Bran Oil, Astrocaryum Murumuru Seed Butter, Rosmarinus Officinalis (Rosemary), Salicornia Herbacea Extract, Propylene Glycol Dicaprate, Acetyl Glucosamine, Phytosphingosine, Sodium Hyaluronate, Ethylhexylglycerin, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Helianthus Annuus (Sunflower) Seedcake, Isohexadecane, Caprylyl Glycol, Trehalose, Sodium Pca, Oryzanol, Sorbitan Oleate, Polysorbate 80, Sodium Hydroxide, Tetrahexyldecyl Ascorbate, Nylon-12, Carbomer, Tocopheryl Acetate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Sodium Acrylates/Acrylonitrogens Copolymer, Disodium Edta, Phenoxyethanol, Chlorphenesin, Linalool, Limonene, Yellow 6 (Ci 15985), Blue 1 (Ci 42090), Titanium Dioxide (Ci 77891), Red 4 (Ci 14700)",0,0,0,0,0,High
1002,Face Mask,CLINIQUE,Pore Refining Solutions Charcoal Mask,28,4.4,"Water , Kaolin , Butylene Glycol , Bentonite , Montmorillonite , Polysorbate 20 , Peg-100 Stearate , Glycerin , Charcoal Powder , Laminaria Saccharina Extract , Caffeine , Lecithin , Sucrose , Propylene Glycol Laurate , Ethylhexylglycerin , Caprylyl Glycol , Propylene Glycol Stearate , Sodium Hyaluronate , Simethicone , Sorbitan Laurate , Peg-150 Distearate , Hexylene Glycol , Xanthan Gum , Galactoarabinan , Trisodium Edta , Phenoxyethanol , Iron Oxides (Ci 77499)",0,0,0,0,0,High
1004,Face Mask,DR. BRANDT SKINCARE,MAGNETIGHT™ Age-Defier Mask Bundle,75,4.0,"PoreDermabrasion Pore Perfecting Exfoliator: Water, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum, Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide. MAGNETIGHT Age-Defier™: Iron Powder, Dimethicone, Polysilicone-11, Nylon-12, C12-15 Alkyl Benzoate, Silica, Tribehenin, Polymethylsilsesquioxane, Peg-10 Dimethicone, Polysorbate 40, Hdi/Trimethylol Hexyllactone Crosspolymer, Ceramide Ng, Peg-10 Phytosterol, Tourmaline, Lavandula Angustifolia (Lavender) Oil, Isohexadecane, Ammonium Polyacryloyldimethyl Taurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Palmitoyl Hexapeptide-12, Pelargonium Graveolens (Geranium) Flower Oil, Dimethylmethoxy Chromanol, Anthemis Nobilis (Chamomile) Flower Oil, Limonene, Linalool, Citronellol, Geraniol. Pores No More Pore Refiner Primer: Cyclopentasiloxane, Dimethicone Crosspolymer, Methyl Methacrylate Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Peg/Ppg-18/18 Dimethicone, Cyclotetrasiloxane, Magnesium Silicate, Calcium Aluminum Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Linum Usitatissimum (Linseed) Seed Extract, Dimethyl Oxobenzo Dioxasilane, Ethylhexyl Palmitate, Phenoxyethanol, Lavandula Angustifolia (Lavender) Oil, Silica Dimethyl Silylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Propylene Glycol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",1,1,1,1,1,High
1005,Face Mask,PETER THOMAS ROTH,Hungarian Thermal Water Mineral-Rich Atomic Heat Mask,58,4.0,"Magnesium Sulfate, Butyrospermum Parkii (Shea) Butter, Butylene Glycol, Dimethicone, Shea Butter Glycerides, Caprylic/Capric Triglyceride, Ceteareth-20, Kaolin, Zeolite, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Persica (Peach) Kernel Oil, Rosa Moschata Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glycine Soja (Soybean) Oil, Honey (Mel), Elaeis Guineensis (Palm) Butter, Punica Granatum Fruit Juice, Fagus Sylvatica Bud Extract, Sambucus Nigra Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Glycerin, Illite, Squalane, Hydrogenated Vegetable Oil, Lecithin, Ethylhexyl Palmitate, Dipropylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, Polysilicone-11, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Water/Aqua/Eau, Ethoxydiglycol, Propylene Glycol, Sodium Citrate, Benzyl Alcohol, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",1,1,1,1,1,High
1026,Face Mask,DR. JART+,Dermask Intra Jet Wrinkless Solution™,9,3.9,"Water, Glycerin, 1,2-Hexanediol, Ceratonia Siliqua Gum, Chondrus Crispus Powder, PEG-60 Hydrogenated Castor Oil,Cetyl Ethylhexanoate, Phenyl Trimethicone, Allantoin, Butylene Glycol, Beta-Glucan, Agar, Dipotassium Glycyrrhizate, Adenosine, Disodium EDTA, Cupressus Sempervirens Leaf/Nut/Stem Oil, Potassium Hydroxide, Ubiquinone, Glyceryl Polymethacrylate, Propylene Glycol, Palmitoyl Oligopeptide.",1,1,1,1,1,High
1032,Face Mask,DR. JART+,Dermask Intra Jet Firming Solution™,9,3.3,"Water, Glycerin, 1,2-Hexanediol, Ceratonia Siliqua Gum, Chondrus Crispus Powder, PEG-60 Hydrogenated Castor Oil,Cetyl Ethylhexanoate, Phenyl Trimethicone, Allantoin, Butylene Glycol, Beta-Glucan, Agar, Dipotassium Glycyrrhizate, Adenosine, Disodium EDTA, Cupressus Sempervirens Leaf/Nut/Stem Oil, Potassium Hydroxide, Ubiquinone, Glyceryl Polymethacrylate, Propylene Glycol, Palmitoyl Oligopeptide.",1,1,1,1,1,High
1045,Face Mask,LA MER,The Intensive Revitalizing Mask,170,4.9,"Water, Isododecane, Algae (Seaweed) Extract, Dimethicone, Glycerin, Butylene Glycol, Caprylic/Capric/Myristic/Stearic Triglyceride, Peg-10 Dimethicone, Hydrogenated Vegetable Oil, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Sea Salt/Maris Sal/Sel Marin, Nylon-12, Yeast Extract/Faex/Extrait De Levure, Hydrogenated Polyisobutene, Isononyl Isononanoate, Cetyl Peg/Ppg-10/1 Dimethicone, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Helichrysum Arenarium (Everlasting) Extract, Citrus Grandis (Grapefruit) Peel Oil, Pelargonium Graveolens (Geranium) Flower Oil, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Saccharina Extract, Rubus Idaeus (Raspberry) Leaf Extract, Gelidium Cartilagineum Extract, Mentha Viridis (Spearmint), Zingiber Officinale (Ginger) Root Extract, Avena Sativa (Oat) Kernel Extract, Polygonum Fagopyrum Seed Extract, Padina Pavonica Thallus Extract, Chlorella Vulgaris Extract, Laminaria Digitata Extract, Hydrolyzed Rice Extract, Acetyl Hexapeptide-8, Glycine Soja (Soybean) Protein, Sodium Hyaluronate, Caffeine, Hydrolyzed Algin, Acetyl Glucosamine, Cholesterol, Trisiloxane, Phytosphingosine, Yeast Polysaccharides, Lavandula Angustifolia (Lavender) Flower Wax, Caprylic/Capric Triglyceride, Dimethicone Crosspolymer-3, Sucrose, Polysilicone-11, Caprylyl Glycol, Synthetic Fluorphlogopite, Glyceryl Triacetyl Ricinoleate, Macadamia Integrifolia Seed Oil, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium Pca, Urea, Dipalmitoyl Hydroxyproline, Methyldihydrojasmonate, Triethylhexanoin, Trehalose, Polyquaternium-51, Calcium Chloride, Propylene Glycol Diethylhexanoate, Hexylene Glycol, Tourmaline, Tin Oxide, Bht, Limonene, Linalool, Geraniol, Citronellol, Phenoxyethanol, Titanium Dioxide (Ci 77891)",0,0,0,0,0,High
1047,Face Mask,PETER THOMAS ROTH,Cucumber Gel Mask Extreme Detoxifying Hydrator,52,4.2,"Water, Butylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Vaccinium Myrtillus Fruit/Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Saccharum Officinarum (Sugar Cane) Extract, Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract, Chamomilla Recutita (Matricaria) Flower Oil, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Sodium Pca, Allantoin, Glycerin, Propylene Glycol, Disodium Edta, Sodium Hydroxide, Citric Acid, Carbomer, Triethanolamine, Polysorbate 20, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Yellow 5 (Ci 19140), Blue 1 (Ci 42090).",1,1,1,1,1,High
1051,Face Mask,TOO COOL FOR SCHOOL,Coconut Ceramide Mask,6,4.5,"Water, Cocos Nucifera (Coconut) Water, Glycerin, Sodium Hyaluronate, Niacinamide, Dipropylene glycol, Methylpropanediol, 1,2-Hexanediol, Propanediol, Hydroxyethylcellulose, Arginine, Carbomer, Disodium EDTA, Allantoin, Dipotassium Glycyrrhizate, Trehalose, Panthenol, Adenosine, PEG- 60 Hydrogenated Castor Oil, Glyceryl Acrylate/Acrylic Acid Copolymer, Propylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Caprylyl Glycol, Schizandra Chinensis Fruit Extract, Coptis Japonica Root Extract, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Citrus Grandis (Grapefruit) Seed Extract, Acorus Calamus Root Extract, Perilla Ocymoides Leaf Extract, Hydroxyacetophenone, Hexylene Glycol, Hydrogenated Lecithin, Ceramide 3, Caprylic/Capric Triglyceride, Cholesterol, Fragrance.",1,1,1,1,1,High
1054,Face Mask,DERMADOCTOR,Ain’t Misbehavin’® Intensive 10% Sulfur Acne Mask & Emergency Spot Treatment,48,4.1,"Water, Kaolin, Magnesium Aluminum Silicate, Glycerin, Bentonite, Boswellia Serrata Extract, Butylene Glycol, PEG-60 Almond Glycerides, Caprylyl Glycol, Carbomer, Nordihydroguaiaretic Acid, Oleanolic Acid, Citric Acid, Phenoxyethanol, Ethylhexylglycerin, Zinc Oxide, Evodia Rutaecarpa Extract, Titanium Dioxide, Chamomilla Recutita (Matricaria) Flower Extract, Allantoin, Phytosphingosine, Salix Nigra (Willow) Bark Extract, Xanthan Gum, Panthenol, Potassium Sorbate, Camellia Sinensis (Japanese White Tea) Leaf Extract, Propylene Glycol, BHT, Hamamelis Virginiana (Witch Hazel) Extract, Avena Sativa (Oat) Kernel Extract, Citrus Medica Limonum (Lemon) Peel Oil, Fragrance.",0,0,0,0,0,High
